0	0
249999	0
250000	0
499999	0
500000	12
749999	12
750000	44
999999	44
1000000	16
1249999	16
1250000	0
1499999	0
1500000	0
1749999	0
1750000	58
1999999	58
2000000	12
2249999	12
2250000	13
2499999	13
2500000	6
2749999	6
2750000	55
2999999	55
3000000	5
3249999	5
3250000	2
3499999	2
3500000	11
3749999	11
3750000	0
3999999	0
4000000	0
4249999	0
4250000	0
4499999	0
4500000	0
4749999	0
4750000	0
4999999	0
5000000	10
5249999	10
5250000	42
5499999	42
5500000	8
5749999	8
5750000	47
5999999	47
6000000	0
6249999	0
6250000	0
6499999	0
6500000	0
6749999	0
6750000	1
6999999	1
7000000	1
7249999	1
7250000	0
7499999	0
7500000	0
7749999	0
7750000	9
7999999	9
8000000	3
8249999	3
8250000	0
8499999	0
8500000	67
8749999	67
8750000	11
8999999	11
9000000	0
9249999	0
9250000	26
9499999	26
9500000	6
9749999	6
9750000	34
9999999	34
10000000	75
10249999	75
10250000	18
10499999	18
10500000	5
10749999	5
10750000	0
10999999	0
11000000	0
11249999	0
11250000	0
11499999	0
11500000	6
11749999	6
11750000	0
11999999	0
12000000	1
12249999	1
12250000	0
12499999	0
12500000	0
12749999	0
12750000	0
12999999	0
13000000	30
13249999	30
13250000	31
13499999	31
13500000	0
13749999	0
13750000	11
13999999	11
14000000	20
14249999	20
14250000	2
14499999	2
14500000	0
14749999	0
14750000	0
14999999	0
15000000	0
15249999	0
15250000	0
15499999	0
15500000	0
15749999	0
15750000	0
15999999	0
16000000	4
16249999	4
16250000	0
16499999	0
16500000	0
16749999	0
16750000	0
16999999	0
17000000	0
17249999	0
17250000	0
17499999	0
17500000	0
17749999	0
17750000	0
17999999	0
18000000	0
18249999	0
18250000	0
18499999	0
18500000	0
18749999	0
18750000	0
18999999	0
19000000	0
19249999	0
19250000	0
19499999	0
19500000	0
19749999	0
19750000	2
19999999	2
20000000	0
20249999	0
20250000	0
20499999	0
20500000	0
20749999	0
20750000	0
20999999	0
21000000	0
21249999	0
21250000	0
21499999	0
21500000	0
21749999	0
21750000	1
21999999	1
22000000	0
22249999	0
22250000	0
22499999	0
22500000	6
22749999	6
22750000	0
22999999	0
23000000	0
23249999	0
23250000	1
23499999	1
23500000	5
23749999	5
23750000	0
23999999	0
24000000	0
24249999	0
24250000	17
24499999	17
24500000	2
24749999	2
24750000	0
24999999	0
25000000	1
25249999	1
25250000	2
25499999	2
25500000	0
25749999	0
25750000	7
25999999	7
26000000	52
26249999	52
26250000	22
26499999	22
26500000	18
26749999	18
26750000	40
26999999	40
27000000	6
27249999	6
27250000	1
27499999	1
27500000	0
27749999	0
27750000	15
27999999	15
28000000	1
28249999	1
28250000	1
28499999	1
28500000	0
28749999	0
28750000	4
28999999	4
29000000	22
29249999	22
29250000	36
29499999	36
29500000	0
29749999	0
29750000	17
29999999	17
30000000	0
30249999	0
30250000	0
30499999	0
30500000	0
30749999	0
30750000	2
30999999	2
31000000	5
31249999	5
31250000	0
31499999	0
31500000	0
31749999	0
31750000	0
31999999	0
32000000	0
32249999	0
32250000	0
32499999	0
32500000	0
32749999	0
32750000	0
32999999	0
33000000	0
33249999	0
33250000	0
33499999	0
33500000	0
33749999	0
33750000	0
33999999	0
34000000	0
34249999	0
34250000	0
34499999	0
34500000	0
34749999	0
34750000	0
34999999	0
35000000	4
35249999	4
35250000	109
35499999	109
35500000	0
35749999	0
35750000	0
35999999	0
36000000	0
36249999	0
36250000	2
36499999	2
36500000	0
36749999	0
36750000	0
36999999	0
37000000	0
37249999	0
37250000	0
37499999	0
37500000	0
37749999	0
37750000	0
37999999	0
38000000	0
38249999	0
38250000	0
38499999	0
38500000	0
38749999	0
38750000	4
38999999	4
39000000	0
39249999	0
39250000	24
39499999	24
39500000	6
39749999	6
39750000	11
39999999	11
40000000	0
40249999	0
40250000	0
40499999	0
40500000	4
40749999	4
40750000	24
40999999	24
41000000	0
41249999	0
41250000	57
41499999	57
41500000	7
41749999	7
41750000	4
41999999	4
42000000	30
42249999	30
42250000	34
42499999	34
42500000	1
42749999	1
42750000	0
42999999	0
43000000	56
43249999	56
43250000	2
43499999	2
43500000	8
43749999	8
43750000	23
43999999	23
44000000	28
44249999	28
44250000	17
44499999	17
